organism	gem	ec	expressible_in_reference_vocab
K.pneumoniae	iYL1228	4.2.2.6	0
K.pneumoniae	iYL1228	4.2.99.2	0
K.pneumoniae	iYL1228	4.2.99.9	1
K.pneumoniae	iYL1228	4.2.99.10	0
K.pneumoniae	iYL1228	4.2.99.20	1
K.pneumoniae	iYL1228	4.3.1.12	1
K.pneumoniae	iYL1228	4.3.2.3	0
K.pneumoniae	iYL1228	4.3.2.10	0
K.pneumoniae	iYL1228	4.3.3.7	0
K.pneumoniae	iYL1228	4.3.99.3	1
K.pneumoniae	iYL1228	4.4.1.2	0
K.pneumoniae	iYL1228	4.4.1.11	1
K.pneumoniae	iYL1228	4.4.1.13	0
K.pneumoniae	iYL1228	4.4.1.22	1
K.pneumoniae	iYL1228	4.6.1.2	1
K.pneumoniae	iYL1228	4.6.1.13	0
K.pneumoniae	iYL1228	4.7.1.1	0
K.pneumoniae	iYL1228	5.1.1.13	0
K.pneumoniae	iYL1228	5.1.2.3	0
K.pneumoniae	iYL1228	5.1.3.7	1
K.pneumoniae	iYL1228	5.1.3.8	0
K.pneumoniae	iYL1228	5.1.3.15	1
K.pneumoniae	iYL1228	5.1.3.29	0
K.pneumoniae	iYL1228	5.1.3.32	0
K.pneumoniae	iYL1228	5.1.99.6	0
K.pneumoniae	iYL1228	5.1.99.7	0
K.pneumoniae	iYL1228	5.2.1.2	1
K.pneumoniae	iYL1228	5.2.1.4	0
K.pneumoniae	iYL1228	5.2.1.8	0
K.pneumoniae	iYL1228	5.3.1.17	0
K.pneumoniae	iYL1228	5.3.1.22	1
K.pneumoniae	iYL1228	5.3.1.25	0
K.pneumoniae	iYL1228	5.3.1.30	0
K.pneumoniae	iYL1228	5.3.1.32	0
K.pneumoniae	iYL1228	5.3.2.6	1
K.pneumoniae	iYL1228	5.3.3.6	0
K.pneumoniae	iYL1228	5.3.3.14	0
K.pneumoniae	iYL1228	5.3.4.1	0
K.pneumoniae	iYL1228	5.3.99.11	0
K.pneumoniae	iYL1228	5.4.1.2	0
K.pneumoniae	iYL1228	5.4.2.6	1
K.pneumoniae	iYL1228	5.4.3.2	1
K.pneumoniae	iYL1228	5.4.99.3	0
K.pneumoniae	iYL1228	5.4.99.6	0
K.pneumoniae	iYL1228	5.4.99.9	1
K.pneumoniae	iYL1228	5.4.99.12	0
K.pneumoniae	iYL1228	5.4.99.28	0
K.pneumoniae	iYL1228	5.4.99.62	0
K.pneumoniae	iYL1228	5.5.1.4	1
K.pneumoniae	iYL1228	6.1.1.13	0
K.pneumoniae	iYL1228	6.2.1.2	0
K.pneumoniae	iYL1228	6.2.1.3	1
K.pneumoniae	iYL1228	6.2.1.11	1
K.pneumoniae	iYL1228	6.2.1.17	1
K.pneumoniae	iYL1228	6.2.1.22	0
K.pneumoniae	iYL1228	6.2.1.27	1
K.pneumoniae	iYL1228	6.2.1.41	0
K.pneumoniae	iYL1228	6.2.1.42	0
K.pneumoniae	iYL1228	6.2.1.45	0
K.pneumoniae	iYL1228	6.2.1.47	0
K.pneumoniae	iYL1228	6.3.1.20	1
K.pneumoniae	iYL1228	6.3.2.15	0
K.pneumoniae	iYL1228	6.3.2.39	0
K.pneumoniae	iYL1228	6.3.2.45	0
K.pneumoniae	iYL1228	6.3.2.51	0
K.pneumoniae	iYL1228	6.3.3.2	1
K.pneumoniae	iYL1228	6.3.4.1	0
K.pneumoniae	iYL1228	6.3.4.6	1
K.pneumoniae	iYL1228	6.3.4.9	1
K.pneumoniae	iYL1228	6.3.4.10	1
K.pneumoniae	iYL1228	6.3.4.11	1
K.pneumoniae	iYL1228	6.3.4.14	0
K.pneumoniae	iYL1228	6.3.4.15	1
K.pneumoniae	iYL1228	6.3.4.16	0
K.pneumoniae	iYL1228	6.3.4.20	1
K.pneumoniae	iYL1228	6.3.5.6	0
K.pneumoniae	iYL1228	6.3.5.11	0
K.pneumoniae	iYL1228	6.4.1.1	1
K.pneumoniae	iYL1228	6.5.1.1	0
K.pneumoniae	iYL1228	6.5.1.2	0
K.pneumoniae	iYL1228	6.5.1.6	0
K.pneumoniae	iYL1228	6.5.1.8	0
K.pneumoniae	iYL1228	6.6.1.1	0
K.pneumoniae	iYL1228	7.1.1.1	0
K.pneumoniae	iYL1228	7.1.1.2	0
K.pneumoniae	iYL1228	7.1.2.2	0
K.pneumoniae	iYL1228	7.1.3.1	0
K.pneumoniae	iYL1228	7.2.1.1	0
K.pneumoniae	iYL1228	7.2.2.1	0
K.pneumoniae	iYL1228	7.2.2.3	0
K.pneumoniae	iYL1228	7.2.2.4	0
K.pneumoniae	iYL1228	7.2.4.2	0
K.pneumoniae	iYL1228	7.3.2.1	0
K.pneumoniae	iYL1228	7.3.2.2	0
K.pneumoniae	iYL1228	7.4.2.1	0
K.pneumoniae	iYL1228	7.5.2.1	0
K.pneumoniae	iYL1228	7.6.2.2	0
P.putida	iJN1463	1.1.1.2	1
P.putida	iJN1463	1.1.1.6	1
P.putida	iJN1463	1.1.1.8	1
P.putida	iJN1463	1.1.1.14	1
P.putida	iJN1463	1.1.1.15	1
P.putida	iJN1463	1.1.1.18	1
P.putida	iJN1463	1.1.1.22	1
P.putida	iJN1463	1.1.1.24	1
P.putida	iJN1463	1.1.1.31	0
P.putida	iJN1463	1.1.1.34	1
P.putida	iJN1463	1.1.1.47	0
P.putida	iJN1463	1.1.1.53	0
P.putida	iJN1463	1.1.1.61	1
P.putida	iJN1463	1.1.1.65	0
P.putida	iJN1463	1.1.1.67	0
P.putida	iJN1463	1.1.1.69	1
P.putida	iJN1463	1.1.1.78	1
P.putida	iJN1463	1.1.1.91	0
P.putida	iJN1463	1.1.1.103	1
P.putida	iJN1463	1.1.1.105	0
P.putida	iJN1463	1.1.1.108	0
P.putida	iJN1463	1.1.1.118	1
P.putida	iJN1463	1.1.1.119	0
P.putida	iJN1463	1.1.1.122	0
P.putida	iJN1463	1.1.1.124	0
P.putida	iJN1463	1.1.1.132	0
P.putida	iJN1463	1.1.1.138	0
P.putida	iJN1463	1.1.1.146	0
P.putida	iJN1463	1.1.1.158	0
P.putida	iJN1463	1.1.1.164	0
P.putida	iJN1463	1.1.1.184	1
P.putida	iJN1463	1.1.1.187	0
P.putida	iJN1463	1.1.1.189	0
P.putida	iJN1463	1.1.1.192	0
P.putida	iJN1463	1.1.1.202	1
P.putida	iJN1463	1.1.1.203	0
P.putida	iJN1463	1.1.1.204	0
P.putida	iJN1463	1.1.1.215	1
P.putida	iJN1463	1.1.1.219	0
P.putida	iJN1463	1.1.1.262	0
P.putida	iJN1463	1.1.1.265	0
P.putida	iJN1463	1.1.1.274	0
P.putida	iJN1463	1.1.1.281	0
P.putida	iJN1463	1.1.1.298	1
P.putida	iJN1463	1.1.1.307	0
P.putida	iJN1463	1.1.1.311	0
P.putida	iJN1463	1.1.1.313	0
P.putida	iJN1463	1.1.1.316	0
P.putida	iJN1463	1.1.1.327	0
P.putida	iJN1463	1.1.1.343	0
P.putida	iJN1463	1.1.1.369	0
P.putida	iJN1463	1.1.1.370	0
P.putida	iJN1463	1.1.1.372	1
P.putida	iJN1463	1.1.1.385	0
P.putida	iJN1463	1.1.1.399	1
P.putida	iJN1463	1.1.2.4	0
P.putida	iJN1463	1.1.2.7	0
P.putida	iJN1463	1.1.2.8	0
P.putida	iJN1463	1.1.3.12	1
P.putida	iJN1463	1.1.3.20	0
P.putida	iJN1463	1.1.5.2	0
P.putida	iJN1463	1.1.5.3	1
P.putida	iJN1463	1.1.5.5	0
P.putida	iJN1463	1.1.9.1	0
P.putida	iJN1463	1.1.98.2	0
P.putida	iJN1463	1.1.99.1	1
P.putida	iJN1463	1.1.99.2	0
P.putida	iJN1463	1.1.99.3	0
P.putida	iJN1463	1.1.99.5	1
P.putida	iJN1463	1.1.99.11	0
P.putida	iJN1463	1.1.99.14	0
P.putida	iJN1463	1.1.99.16	0
P.putida	iJN1463	1.1.99.28	0
P.putida	iJN1463	1.2.1.9	0
P.putida	iJN1463	1.2.1.23	0
P.putida	iJN1463	1.2.1.26	0
P.putida	iJN1463	1.2.1.47	0
P.putida	iJN1463	1.2.1.53	1
P.putida	iJN1463	1.2.1.63	0
P.putida	iJN1463	1.2.1.77	0
P.putida	iJN1463	1.2.1.94	0
P.putida	iJN1463	1.2.4.4	1
P.putida	iJN1463	1.2.5.2	0
P.putida	iJN1463	1.2.7.1	1
P.putida	iJN1463	1.2.7.2	0
P.putida	iJN1463	1.2.7.3	0
P.putida	iJN1463	1.2.7.4	0
P.putida	iJN1463	1.2.98.1	0
P.putida	iJN1463	1.2.99.2	0
P.putida	iJN1463	1.2.99.4	0
P.putida	iJN1463	1.3.1.1	1
P.putida	iJN1463	1.3.1.20	0
P.putida	iJN1463	1.3.1.28	1
P.putida	iJN1463	1.3.1.34	0
P.putida	iJN1463	1.3.1.38	0
P.putida	iJN1463	1.3.1.39	0
P.putida	iJN1463	1.3.1.42	0
P.putida	iJN1463	1.3.1.44	1
P.putida	iJN1463	1.3.1.74	0
P.putida	iJN1463	1.3.1.87	1
P.putida	iJN1463	1.3.1.93	0
P.putida	iJN1463	1.3.1.95	0
P.putida	iJN1463	1.3.1.96	0
P.putida	iJN1463	1.3.1.103	0
P.putida	iJN1463	1.3.1.108	0
P.putida	iJN1463	1.3.3.1	0
P.putida	iJN1463	1.3.3.5	0
P.putida	iJN1463	1.3.5.1	1
P.putida	iJN1463	1.3.5.2	0
P.putida	iJN1463	1.3.5.3	0
P.putida	iJN1463	1.3.5.5	0
P.putida	iJN1463	1.3.99.1	1
P.putida	iJN1463	1.3.99.13	0
P.putida	iJN1463	1.4.1.1	1
P.putida	iJN1463	1.4.1.5	0
P.putida	iJN1463	1.4.1.7	0
P.putida	iJN1463	1.4.1.8	0
P.putida	iJN1463	1.4.1.10	0
P.putida	iJN1463	1.4.1.12	0
P.putida	iJN1463	1.4.1.15	0
P.putida	iJN1463	1.4.1.19	0
P.putida	iJN1463	1.4.1.20	1
P.putida	iJN1463	1.4.3.1	0
P.putida	iJN1463	1.4.3.7	0
P.putida	iJN1463	1.4.3.10	0
P.putida	iJN1463	1.4.3.11	0
P.putida	iJN1463	1.4.3.23	0
P.putida	iJN1463	1.4.9.2	1
P.putida	iJN1463	1.4.99.4	1
P.putida	iJN1463	1.5.1.29	0
P.putida	iJN1463	1.5.1.30	1
P.putida	iJN1463	1.5.1.34	1
P.putida	iJN1463	1.5.1.45	1
P.putida	iJN1463	1.5.3.2	1
P.putida	iJN1463	1.5.5.1	0
P.putida	iJN1463	1.5.5.2	0
P.putida	iJN1463	1.6.3.5	0
P.putida	iJN1463	1.6.4.2	0
P.putida	iJN1463	1.6.5.2	0
P.putida	iJN1463	1.6.5.8	0
P.putida	iJN1463	1.6.5.9	0
P.putida	iJN1463	1.6.5.10	0
P.putida	iJN1463	1.6.5.12	0
P.putida	iJN1463	1.6.6.1	0
P.putida	iJN1463	1.6.6.9	0
P.putida	iJN1463	1.6.99.3	0
P.putida	iJN1463	1.6.99.6	0
P.putida	iJN1463	1.6.99.7	0
P.putida	iJN1463	1.7.1.6	0
P.putida	iJN1463	1.7.2.1	0
P.putida	iJN1463	1.7.2.2	0
P.putida	iJN1463	1.7.2.3	0
P.putida	iJN1463	1.7.2.4	0
P.putida	iJN1463	1.7.2.5	0
P.putida	iJN1463	1.7.3.3	1
P.putida	iJN1463	1.7.99.5	0
P.putida	iJN1463	1.8.1.8	0
P.putida	iJN1463	1.8.1.10	0
P.putida	iJN1463	1.8.2.1	0
P.putida	iJN1463	1.8.2.3	0
P.putida	iJN1463	1.8.3.2	0
P.putida	iJN1463	1.8.4.11	0
P.putida	iJN1463	1.8.4.12	0
P.putida	iJN1463	1.8.5.3	0
P.putida	iJN1463	1.8.7.1	0
P.putida	iJN1463	1.8.98.1	0
P.putida	iJN1463	1.8.99.2	0
P.putida	iJN1463	1.9.3.1	1
P.putida	iJN1463	1.9.6.1	0
P.putida	iJN1463	1.10.3.1	0
P.putida	iJN1463	1.10.3.2	0
P.putida	iJN1463	1.10.3.3	0
P.putida	iJN1463	1.11.1.5	0
P.putida	iJN1463	1.11.1.7	1
P.putida	iJN1463	1.11.1.10	0
P.putida	iJN1463	1.11.1.13	0
P.putida	iJN1463	1.11.1.18	0
P.putida	iJN1463	1.12.7.2	0
P.putida	iJN1463	1.12.98.3	0
P.putida	iJN1463	1.13.11.8	0
P.putida	iJN1463	1.13.11.11	0
P.putida	iJN1463	1.13.11.20	0
P.putida	iJN1463	1.13.11.24	1
P.putida	iJN1463	1.13.11.29	0
P.putida	iJN1463	1.13.11.52	0
P.putida	iJN1463	1.13.11.53	1
P.putida	iJN1463	1.13.11.54	1
P.putida	iJN1463	1.13.11.63	0
P.putida	iJN1463	1.13.12.3	0
P.putida	iJN1463	1.13.12.9	0
P.putida	iJN1463	1.14.11.2	0
P.putida	iJN1463	1.14.11.33	0
P.putida	iJN1463	1.14.11.57	0
P.putida	iJN1463	1.14.12.1	0
P.putida	iJN1463	1.14.12.7	0
P.putida	iJN1463	1.14.12.13	0
P.putida	iJN1463	1.14.12.19	1
P.putida	iJN1463	1.14.13.1	0
P.putida	iJN1463	1.14.13.3	1
P.putida	iJN1463	1.14.13.7	0
P.putida	iJN1463	1.14.13.20	0
P.putida	iJN1463	1.14.13.22	0
P.putida	iJN1463	1.14.13.25	0
P.putida	iJN1463	1.14.13.50	0
P.putida	iJN1463	1.14.13.59	0
P.putida	iJN1463	1.14.13.81	0
P.putida	iJN1463	1.14.13.83	0
P.putida	iJN1463	1.14.13.84	0
P.putida	iJN1463	1.14.13.107	0
P.putida	iJN1463	1.14.13.113	0
P.putida	iJN1463	1.14.13.131	0
P.putida	iJN1463	1.14.13.135	0
P.putida	iJN1463	1.14.13.149	0
P.putida	iJN1463	1.14.13.178	0
P.putida	iJN1463	1.14.13.219	0
P.putida	iJN1463	1.14.14.9	1
P.putida	iJN1463	1.14.14.12	0
P.putida	iJN1463	1.14.14.18	0
P.putida	iJN1463	1.14.14.51	0
P.putida	iJN1463	1.14.15.3	0
P.putida	iJN1463	1.14.15.30	0
P.putida	iJN1463	1.14.16.1	0
P.putida	iJN1463	1.14.18.1	0
P.putida	iJN1463	1.14.19.1	1
P.putida	iJN1463	1.14.99.36	0
P.putida	iJN1463	1.16.1.7	0
P.putida	iJN1463	1.16.3.2	0
P.putida	iJN1463	1.17.1.5	0
P.putida	iJN1463	1.17.1.8	0
P.putida	iJN1463	1.17.1.9	0
P.putida	iJN1463	1.17.2.1	0
P.putida	iJN1463	1.17.4.2	1
P.putida	iJN1463	1.17.7.3	0
P.putida	iJN1463	1.17.7.4	0
P.putida	iJN1463	1.18.1.1	0
P.putida	iJN1463	1.18.1.2	1
P.putida	iJN1463	1.18.1.3	0
P.putida	iJN1463	1.18.6.1	0
P.putida	iJN1463	1.19.1.1	1
P.putida	iJN1463	1.21.4.2	0
P.putida	iJN1463	1.21.4.4	0
P.putida	iJN1463	1.21.98.4	0
P.putida	iJN1463	2.1.1.14	1
P.putida	iJN1463	2.1.1.35	0
P.putida	iJN1463	2.1.1.61	0
P.putida	iJN1463	2.1.1.63	0
P.putida	iJN1463	2.1.1.67	0
P.putida	iJN1463	2.1.1.72	0
P.putida	iJN1463	2.1.1.80	0
P.putida	iJN1463	2.1.1.100	0
P.putida	iJN1463	2.1.1.114	0
P.putida	iJN1463	2.1.1.148	1
P.putida	iJN1463	2.1.1.163	1
P.putida	iJN1463	2.1.1.192	0
P.putida	iJN1463	2.1.1.195	1
P.putida	iJN1463	2.1.1.228	0
P.putida	iJN1463	2.1.1.266	0
P.putida	iJN1463	2.1.1.280	0
P.putida	iJN1463	2.1.1.334	0
P.putida	iJN1463	2.1.1.346	0
P.putida	iJN1463	2.1.1.348	0
P.putida	iJN1463	2.1.3.1	0
P.putida	iJN1463	2.1.3.12	0
P.putida	iJN1463	2.2.1.3	0
P.putida	iJN1463	2.2.1.9	1
P.putida	iJN1463	2.3.1.5	0
P.putida	iJN1463	2.3.1.11	0
P.putida	iJN1463	2.3.1.20	0
P.putida	iJN1463	2.3.1.35	1
P.putida	iJN1463	2.3.1.46	1
P.putida	iJN1463	2.3.1.57	1
P.putida	iJN1463	2.3.1.79	1
P.putida	iJN1463	2.3.1.89	1
P.putida	iJN1463	2.3.1.102	0
P.putida	iJN1463	2.3.1.129	1
P.putida	iJN1463	2.3.1.155	1
P.putida	iJN1463	2.3.1.169	0
P.putida	iJN1463	2.3.1.181	0
P.putida	iJN1463	2.3.1.183	0
P.putida	iJN1463	2.3.1.184	0
P.putida	iJN1463	2.3.1.189	0
P.putida	iJN1463	2.3.1.190	0
P.putida	iJN1463	2.3.1.191	1
P.putida	iJN1463	2.3.1.193	0
P.putida	iJN1463	2.3.1.199	0
P.putida	iJN1463	2.3.1.202	0
P.putida	iJN1463	2.3.1.204	0
P.putida	iJN1463	2.3.1.225	0
P.putida	iJN1463	2.3.1.234	0
P.putida	iJN1463	2.3.1.241	1
P.putida	iJN1463	2.3.1.247	0
P.putida	iJN1463	2.3.1.269	0
P.putida	iJN1463	2.3.2.2	1
P.putida	iJN1463	2.3.2.3	0
P.putida	iJN1463	2.3.2.13	0
P.putida	iJN1463	2.3.2.26	0
P.putida	iJN1463	2.3.2.27	0
P.putida	iJN1463	2.3.2.31	0
P.putida	iJN1463	2.4.1.1	1
P.putida	iJN1463	2.4.1.2	0
P.putida	iJN1463	2.4.1.8	1
P.putida	iJN1463	2.4.1.15	1
P.putida	iJN1463	2.4.1.17	0
P.putida	iJN1463	2.4.1.52	0
P.putida	iJN1463	2.4.1.54	0
P.putida	iJN1463	2.4.1.63	0
P.putida	iJN1463	2.4.1.100	0
P.putida	iJN1463	2.4.1.109	0
P.putida	iJN1463	2.4.1.161	1
P.putida	iJN1463	2.4.1.162	0
P.putida	iJN1463	2.4.1.182	1
P.putida	iJN1463	2.4.1.187	0
P.putida	iJN1463	2.4.1.198	0
P.putida	iJN1463	2.4.1.214	0
P.putida	iJN1463	2.4.1.246	0
P.putida	iJN1463	2.4.1.250	0
P.putida	iJN1463	2.4.1.266	0
P.putida	iJN1463	2.4.1.289	0
P.putida	iJN1463	2.4.1.292	0
P.putida	iJN1463	2.4.1.301	0
P.putida	iJN1463	2.4.1.345	0
P.putida	iJN1463	2.4.2.1	1
P.putida	iJN1463	2.4.2.4	1
P.putida	iJN1463	2.4.2.5	0
P.putida	iJN1463	2.4.2.6	0
P.putida	iJN1463	2.4.2.11	1
P.putida	iJN1463	2.4.2.15	1
P.putida	iJN1463	2.4.2.23	0
P.putida	iJN1463	2.4.2.29	0
P.putida	iJN1463	2.4.2.31	0
P.putida	iJN1463	2.4.2.43	0
P.putida	iJN1463	2.4.2.52	1
P.putida	iJN1463	2.4.2.53	0
P.putida	iJN1463	2.4.99.12	1
P.putida	iJN1463	2.5.1.2	0
P.putida	iJN1463	2.5.1.16	1
P.putida	iJN1463	2.5.1.18	0
P.putida	iJN1463	2.5.1.21	1
P.putida	iJN1463	2.5.1.22	1
P.putida	iJN1463	2.5.1.25	0
P.putida	iJN1463	2.5.1.29	1
P.putida	iJN1463	2.5.1.30	0
P.putida	iJN1463	2.5.1.32	0
P.putida	iJN1463	2.5.1.64	1
P.putida	iJN1463	2.5.1.74	1
P.putida	iJN1463	2.5.1.96	1
P.putida	iJN1463	2.5.1.99	0
P.putida	iJN1463	2.5.1.103	1
P.putida	iJN1463	2.5.1.120	0
P.putida	iJN1463	2.5.1.144	0
P.putida	iJN1463	2.6.1.3	1
P.putida	iJN1463	2.6.1.23	0
P.putida	iJN1463	2.6.1.37	1
P.putida	iJN1463	2.6.1.55	0
P.putida	iJN1463	2.6.1.58	0
P.putida	iJN1463	2.6.1.69	0
P.putida	iJN1463	2.6.1.76	1
P.putida	iJN1463	2.6.1.77	0
P.putida	iJN1463	2.6.1.78	0
P.putida	iJN1463	2.6.1.83	0
P.putida	iJN1463	2.6.1.88	0
P.putida	iJN1463	2.6.1.96	0
P.putida	iJN1463	2.6.1.113	0
P.putida	iJN1463	2.6.99.2	0
P.putida	iJN1463	2.7.1.11	1
P.putida	iJN1463	2.7.1.19	0
P.putida	iJN1463	2.7.1.21	1
P.putida	iJN1463	2.7.1.22	1
P.putida	iJN1463	2.7.1.34	1
P.putida	iJN1463	2.7.1.50	1
P.putida	iJN1463	2.7.1.59	1
P.putida	iJN1463	2.7.1.108	0
P.putida	iJN1463	2.7.1.130	1
P.putida	iJN1463	2.7.1.144	1
P.putida	iJN1463	2.7.1.158	0
P.putida	iJN1463	2.7.1.165	1
P.putida	iJN1463	2.7.1.166	0
P.putida	iJN1463	2.7.1.167	0
P.putida	iJN1463	2.7.1.170	0
P.putida	iJN1463	2.7.1.173	0
P.putida	iJN1463	2.7.1.175	0
P.putida	iJN1463	2.7.1.191	0
P.putida	iJN1463	2.7.2.1	1
P.putida	iJN1463	2.7.2.15	1
P.putida	iJN1463	2.7.3.9	0
P.putida	iJN1463	2.7.4.1	0
P.putida	iJN1463	2.7.4.28	0
P.putida	iJN1463	2.7.6.3	1
P.putida	iJN1463	2.7.7.42	0
P.putida	iJN1463	2.7.7.43	0
P.putida	iJN1463	2.7.7.65	0
P.putida	iJN1463	2.7.7.80	0
P.putida	iJN1463	2.7.7.85	0
P.putida	iJN1463	2.7.7.87	0
P.putida	iJN1463	2.7.7.89	0
P.putida	iJN1463	2.7.8.6	0
P.putida	iJN1463	2.7.8.11	0
P.putida	iJN1463	2.7.8.12	0
P.putida	iJN1463	2.7.8.21	0
P.putida	iJN1463	2.7.8.23	0
P.putida	iJN1463	2.7.8.25	0
P.putida	iJN1463	2.7.8.30	0
P.putida	iJN1463	2.7.8.31	0
P.putida	iJN1463	2.7.8.33	0
P.putida	iJN1463	2.7.8.35	0
P.putida	iJN1463	2.7.8.37	0
P.putida	iJN1463	2.7.10.1	0
P.putida	iJN1463	2.7.10.2	0
P.putida	iJN1463	2.7.11.1	0
P.putida	iJN1463	2.7.11.12	0
P.putida	iJN1463	2.7.11.13	0
P.putida	iJN1463	2.7.11.17	0
P.putida	iJN1463	2.7.11.21	0
P.putida	iJN1463	2.7.11.22	0
P.putida	iJN1463	2.7.11.33	0
P.putida	iJN1463	2.7.12.1	0
P.putida	iJN1463	2.7.12.2	0
P.putida	iJN1463	2.7.13.2	0
P.putida	iJN1463	2.7.13.3	0
P.putida	iJN1463	2.8.1.2	1
P.putida	iJN1463	2.8.1.6	1
P.putida	iJN1463	2.8.1.7	0
P.putida	iJN1463	2.8.1.8	0
P.putida	iJN1463	2.8.1.10	0
P.putida	iJN1463	2.8.2.22	0
P.putida	iJN1463	2.8.3.16	1
P.putida	iJN1463	2.8.3.19	0
P.putida	iJN1463	2.8.3.22	0
P.putida	iJN1463	2.10.1.1	0
P.putida	iJN1463	3.1.1.1	0
P.putida	iJN1463	3.1.1.2	0
P.putida	iJN1463	3.1.1.3	0
P.putida	iJN1463	3.1.1.4	1
P.putida	iJN1463	3.1.1.5	1
P.putida	iJN1463	3.1.1.11	0
P.putida	iJN1463	3.1.1.17	0
P.putida	iJN1463	3.1.1.21	0
P.putida	iJN1463	3.1.1.23	0
P.putida	iJN1463	3.1.1.25	0
P.putida	iJN1463	3.1.1.29	0
P.putida	iJN1463	3.1.1.34	0
P.putida	iJN1463	3.1.1.45	0
P.putida	iJN1463	3.1.1.61	0
P.putida	iJN1463	3.1.1.77	0
P.putida	iJN1463	3.1.1.79	0
P.putida	iJN1463	3.1.1.84	0
P.putida	iJN1463	3.1.1.92	0
P.putida	iJN1463	3.1.1.95	0
P.putida	iJN1463	3.1.1.99	0
P.putida	iJN1463	3.1.2.1	0
P.putida	iJN1463	3.1.2.18	0
P.putida	iJN1463	3.1.2.19	0
P.putida	iJN1463	3.1.2.20	0
P.putida	iJN1463	3.1.2.23	0
P.putida	iJN1463	3.1.2.27	0
P.putida	iJN1463	3.1.2.28	0
P.putida	iJN1463	3.1.3.1	1
P.putida	iJN1463	3.1.3.2	1
P.putida	iJN1463	3.1.3.8	0
P.putida	iJN1463	3.1.3.10	1
P.putida	iJN1463	3.1.3.16	0
P.putida	iJN1463	3.1.3.26	0
P.putida	iJN1463	3.1.3.37	1
P.putida	iJN1463	3.1.3.41	0
P.putida	iJN1463	3.1.3.48	0
P.putida	iJN1463	3.1.3.62	0
P.putida	iJN1463	3.1.3.71	0
P.putida	iJN1463	3.1.3.82	0
P.putida	iJN1463	3.1.3.90	0
P.putida	iJN1463	3.1.3.94	1
P.putida	iJN1463	3.1.3.100	0
P.putida	iJN1463	3.1.3.102	1
P.putida	iJN1463	3.1.4.3	0
P.putida	iJN1463	3.1.4.4	0
P.putida	iJN1463	3.1.4.14	1
P.putida	iJN1463	3.1.4.16	1
P.putida	iJN1463	3.1.4.44	1
P.putida	iJN1463	3.1.4.52	0
P.putida	iJN1463	3.1.6.1	0
P.putida	iJN1463	3.1.6.2	0
P.putida	iJN1463	3.1.6.8	0
P.putida	iJN1463	3.2.1.1	1
P.putida	iJN1463	3.2.1.4	0
P.putida	iJN1463	3.2.1.10	1
P.putida	iJN1463	3.2.1.14	0
P.putida	iJN1463	3.2.1.17	0
P.putida	iJN1463	3.2.1.18	0
P.putida	iJN1463	3.2.1.20	1
P.putida	iJN1463	3.2.1.21	1
P.putida	iJN1463	3.2.1.22	1
P.putida	iJN1463	3.2.1.23	1
P.putida	iJN1463	3.2.1.26	1
P.putida	iJN1463	3.2.1.28	1
P.putida	iJN1463	3.2.1.47	0
P.putida	iJN1463	3.2.1.48	1
P.putida	iJN1463	3.2.1.52	1
P.putida	iJN1463	3.2.1.74	1
P.putida	iJN1463	3.2.1.80	0
P.putida	iJN1463	3.2.1.86	1
P.putida	iJN1463	3.2.1.91	0
P.putida	iJN1463	3.2.1.108	1
P.putida	iJN1463	3.2.1.165	0
P.putida	iJN1463	3.2.1.169	0
P.putida	iJN1463	3.2.1.170	1
P.putida	iJN1463	3.2.1.183	1
P.putida	iJN1463	3.2.2.9	1
P.putida	iJN1463	3.2.2.16	1
P.putida	iJN1463	3.2.2.27	0
P.putida	iJN1463	3.2.2.31	0
P.putida	iJN1463	3.3.2.1	1
P.putida	iJN1463	3.3.2.10	0
P.putida	iJN1463	3.4.11.4	0
P.putida	iJN1463	3.4.11.5	0
P.putida	iJN1463	3.4.11.7	0
P.putida	iJN1463	3.4.11.21	0
P.putida	iJN1463	3.4.11.25	0
P.putida	iJN1463	3.4.13.4	0
P.putida	iJN1463	3.4.13.9	0
P.putida	iJN1463	3.4.13.19	0
P.putida	iJN1463	3.4.13.22	1
P.putida	iJN1463	3.4.17.14	0
P.putida	iJN1463	3.4.19.12	0
P.putida	iJN1463	3.4.19.14	0
P.putida	iJN1463	3.4.19.15	0
P.putida	iJN1463	3.4.21.10	0
P.putida	iJN1463	3.4.21.12	0
P.putida	iJN1463	3.4.21.19	0
P.putida	iJN1463	3.4.21.20	0
P.putida	iJN1463	3.4.21.25	0
P.putida	iJN1463	3.4.21.26	0
P.putida	iJN1463	3.4.21.34	0
P.putida	iJN1463	3.4.21.35	0
P.putida	iJN1463	3.4.21.36	0
P.putida	iJN1463	3.4.21.37	0
P.putida	iJN1463	3.4.21.39	0
P.putida	iJN1463	3.4.21.48	0
P.putida	iJN1463	3.4.21.49	0
P.putida	iJN1463	3.4.21.50	0
P.putida	iJN1463	3.4.21.53	0
P.putida	iJN1463	3.4.21.57	0
P.putida	iJN1463	3.4.21.59	0
P.putida	iJN1463	3.4.21.61	0
P.putida	iJN1463	3.4.21.62	0
P.putida	iJN1463	3.4.21.63	0
P.putida	iJN1463	3.4.21.64	0
P.putida	iJN1463	3.4.21.65	0
P.putida	iJN1463	3.4.21.66	0
P.putida	iJN1463	3.4.21.67	0
P.putida	iJN1463	3.4.21.70	0
P.putida	iJN1463	3.4.21.71	0
